"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000127920",2352.92723869813,2.10488856998373,0.0685906842928,30.6876741599249,8.31224788593837e-207,1.6351854041218e-204,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000105088",793.128211520276,2.86562585032445,0.0934442638935188,30.6666854756315,1.58360098455228e-206,3.07426959553742e-204,"OLFM2","93145","olfactomedin 2"
"ENSG00000092820",1475.49048809515,-1.91025663790367,0.0625709977449066,-30.5294258802061,1.06065249842404e-204,2.03232038464263e-202,"EZR","7430","ezrin"
"ENSG00000183287",603.48721362449,-3.43610919689138,0.112997011586083,-30.4088501869246,4.19580603557283e-203,7.93652849344122e-201,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448277,30.3352391899937,3.9339156426762e-202,7.34696093570185e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000171246",11339.2021259297,1.74021925715085,0.0574714262254147,30.2797297969492,2.11960092367152e-201,3.9090740034812e-199,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000076513",2351.57847713981,-1.94451433784322,0.0645258417334651,-30.1354354411271,1.6646379828471e-199,3.03210725912667e-197,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000176014",5059.66070673934,-1.58287885611882,0.0526620812669146,-30.0572787485572,1.75390633030115e-198,3.15574804844672e-196,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000068489",527.868372422254,-3.28311258719211,0.109401786457135,-30.0096798554424,7.33741959418818e-198,1.30429263485123e-195,"PRR11","55771","proline rich 11"
"ENSG00000089159",2841.04018824034,-1.52007284577827,0.0507612584862442,-29.9455311217353,5.03071800647864e-197,8.83609684137928e-195,"PXN","5829","paxillin"
"ENSG00000112984",587.875352632019,-3.36365682362137,0.112773659393382,-29.8266176846148,1.76511950862868e-195,3.06383214474206e-193,"KIF20A","10112","kinesin family member 20A"
"ENSG00000003436",3855.53263789867,1.53740405569127,0.0515644669786802,29.8151837063869,2.48326069207052e-195,4.26023584311726e-193,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000116729",14027.992136521,1.67569487580013,0.0564160677381479,29.7024401554851,7.14120550124398e-194,1.21104995362475e-191,"WLS","79971","Wnt ligand secretion mediator"
"ENSG00000171617",3172.76514957676,1.72304032582539,0.058010894197498,29.7020128660542,7.23251911369149e-194,1.21259757958414e-191,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000173546",2782.7113944163,-1.7083605707854,0.0575937170669756,-29.6622732093981,2.35583752066073e-193,3.90539626739646e-191,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000122641",8425.96553258608,1.39132775017175,0.0469873196708786,29.6107068868212,1.08794656428987e-192,1.78350706772586e-190,"INHBA","3624","inhibin subunit beta A"
"ENSG00000133818",917.65645300902,-2.5802299637037,0.0872300670698508,-29.5795939447982,2.73500463578701e-192,4.43431410949468e-190,"RRAS2","22800","RAS related 2"
"ENSG00000111615",1215.27891511062,1.95677039712095,0.066375824281549,29.4801671888975,5.17049059961083e-191,8.29189329420198e-189,"KRR1","11103","KRR1 small subunit processome component homolog"
"ENSG00000064666",5624.42477846777,-1.6427318420805,0.0557711793486647,-29.4548521524107,1.09112653699894e-190,1.73101945450349e-188,"CNN2","1265","calponin 2"
"ENSG00000134250",3989.90689953644,-1.35592775292067,0.0460496833514476,-29.4448876569321,1.4637495915871e-190,2.29746398662511e-188,"NOTCH2","4853","notch receptor 2"
"ENSG00000066279",593.333577786577,-3.10048883821406,0.105364299810958,-29.4263696885653,2.5262021646202e-190,3.92332491966384e-188,"ASPM","259266","assembly factor for spindle microtubules"
"ENSG00000116991",845.465812777274,2.42014867390151,0.0824493012014936,29.3531738733241,2.17673283738651e-189,3.3453662794584e-187,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000156011",1865.6956706154,1.74119413491794,0.0593366456134227,29.3443304203914,2.82263258362945e-189,4.29331145761536e-187,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000159399",1648.34458773227,1.92240039016347,0.0659487772244215,29.1499019552948,8.37795679976519e-187,1.26130994514016e-184,"HK2","3099","hexokinase 2"
"ENSG00000157557",2128.88768598769,1.84664194340388,0.0635780787543299,29.0452618195562,1.76614028737052e-185,2.63208422220854e-183,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000103257",3712.52147667185,-1.50764332088901,0.05205468569812,-28.9626822382957,1.94291177637686e-184,2.86657203486642e-182,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000065911",1563.07540926849,-1.9482524980467,0.0673371582918668,-28.9327994745809,4.61935975722997e-184,6.74792414437337e-182,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000136153",4620.22110366109,-1.40313137758946,0.0486370347281789,-28.8490321301706,5.21051577220914e-183,7.53685781403664e-181,"LMO7","4008","LIM domain 7"
"ENSG00000135318",10396.875971113,-1.18098786390941,0.0409958504350679,-28.8074976217396,1.72788630954347e-182,2.47507132145673e-180,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000171444",1285.81453923875,1.85633937805398,0.0644921986693727,28.7839369156994,3.40812588034922e-182,4.83495088833388e-180,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENSG00000145147",601.510428483162,-2.68630819535278,0.0934360736471763,-28.7502255873523,8.99895197462895e-182,1.26448130889215e-179,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000182481",2566.38058699848,-1.61375818179933,0.05615992773074,-28.7350473372495,1.39279533317357e-181,1.93861342883423e-179,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000108829",3850.57518186778,-1.47517612116375,0.051345297289097,-28.7305011179085,1.58739783826344e-181,2.18882875754568e-179,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000088448",1041.5088322989,2.36777275028897,0.0824388934566264,28.7215493926386,2.05351807315527e-181,2.80533385660489e-179,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000108932",593.620514665934,3.86329422697224,0.135042894141731,28.607904558959,5.35763436694065e-180,7.25197591282958e-178,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000100345",41759.3349472728,-1.22519578198318,0.0428448015386999,-28.5961362401577,7.50470887436399e-180,1.0065861339306e-177,"MYH9","4627","myosin heavy chain 9"
"ENSG00000171848",822.67379311788,-2.53280647962491,0.0890285284018647,-28.4493804973627,4.9598313268074e-178,6.59255417979426e-176,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000038427",13753.9971136825,1.28379349957387,0.0451325515219007,28.4449572710487,5.62575469258962e-178,7.41092720843458e-176,"VCAN","1462","versican"
"ENSG00000141429",3588.58297366052,1.50607085874454,0.0530927419055874,28.3667937403331,5.1956328031709e-177,6.78374923698969e-175,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000155903",1023.35613415789,2.05089158778424,0.0724503258148813,28.3075550691725,2.78981478892282e-176,3.61060766629538e-174,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000091039",4444.70184434491,1.57257793549073,0.0556185000489434,28.2743679550309,7.14234197171563e-176,9.16331421310369e-174,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000147065",17820.4971549208,-1.03012531434673,0.0365222367805694,-28.205427847584,5.01659983313071e-175,6.38059602913883e-173,"MSN","4478","moesin"
"ENSG00000117399",548.054729960495,-3.23340374218272,0.114651646617069,-28.201982593256,5.52920015964664e-175,6.97246317567748e-173,"CDC20","991","cell division cycle 20"
"ENSG00000135926",1251.33626199858,-1.85342990233773,0.0659121517576328,-28.1196995229805,5.62675621416789e-174,7.03535264269772e-172,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000173801",2853.13714423843,1.54852030394322,0.0552343103375889,28.0354782105317,6.00547431609531e-173,7.44577882854371e-171,"JUP","3728","junction plakoglobin"
"ENSG00000163661",1909.80217231797,-1.64964802452448,0.0590530206083367,-27.9350320700038,1.00209446226971e-171,1.23207514136061e-169,"PTX3","5806","pentraxin 3"
"ENSG00000185112",747.773002441521,2.65534839367028,0.0952228535240806,27.8856208924549,3.98660586278076e-171,4.86102338012127e-169,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000103449",1051.52143130918,2.35381530569721,0.0844338193625511,27.8776362773564,4.98209220312022e-171,6.0250646200685e-169,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000170759",4331.58598921615,-1.28570160068296,0.0461350970002725,-27.8681889554792,6.48513332689864e-171,7.77899651260671e-169,"KIF5B","3799","kinesin family member 5B"
"ENSG00000057657",689.791384929011,2.83420144471719,0.101922237905194,27.807488365331,3.52145914961297e-170,4.18996841075723e-168,"PRDM1","639","PR/SET domain 1"
"ENSG00000109685",1268.17937848349,-1.89110246032151,0.0682344351950758,-27.7147814723612,4.63330180593695e-169,5.4687787875835e-167,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000172795",852.701537725169,2.13206739241958,0.0770834011197657,27.6592283351244,2.16146429497262e-168,2.53097176254175e-166,"DCP2","167227","decapping mRNA 2"
"ENSG00000184838",1048.67798618006,2.27794331856025,0.0824085151988568,27.6420866589264,3.47426466714476e-168,4.03616542512235e-166,"PRR16","51334","proline rich 16"
"ENSG00000166510",570.336073336896,2.83088461979686,0.102927801965656,27.5035953914709,1.59013670461324e-166,1.83288101092685e-164,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000076706",1719.55770882045,-1.5793824453631,0.057500844226951,-27.4671175109952,4.33946566743247e-166,4.96313770986811e-164,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000102225",1340.69055489962,-1.74229971874256,0.0634968744020785,-27.4391414561584,9.36330044401338e-166,1.06266257500749e-163,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000197565",563.648360733133,3.41302169040271,0.124604966260967,27.3907356409426,3.53607092374925e-165,3.98253361900736e-163,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000161800",563.923688119321,-2.79230082962015,0.102045758835767,-27.3632227490619,7.51753559932584e-165,8.39434545691917e-163,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000113387",1168.42585268541,-2.03750870982541,0.0744622292028571,-27.362982973215,7.56708652413074e-165,8.39434545691917e-163,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000166851",502.683929770066,-3.32923742132735,0.121688924942452,-27.3585901338332,8.53486713477874e-165,9.39727087362131e-163,"PLK1","5347","polo like kinase 1"
"ENSG00000152223",2690.47150334747,-1.5060674410636,0.0550766195181184,-27.344950620438,1.24003162136726e-164,1.35521678086315e-162,"EPG5","57724","ectopic P-granules autophagy protein 5 homolog"
"ENSG00000076641",954.690284174,2.03263251064156,0.0744907399998753,27.2870495130665,6.04286095315888e-164,6.55561547815486e-162,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117036,27.2855920323935,6.28835886254961e-164,6.77214939109904e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000136378",1190.06353560081,2.13136941763901,0.078832466671639,27.0366957628867,5.47608983638541e-161,5.85465430768336e-159,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000089685",509.548185635596,-3.09766103472074,0.114589346565576,-27.0327140136717,6.09935855244454e-161,6.47409612106235e-159,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000111206",489.63700653501,-3.02314010406496,0.111928774945761,-27.0094987238977,1.14311632150435e-160,1.20468130053394e-158,"FOXM1","2305","forkhead box M1"
"ENSG00000174574",1409.88985133804,-1.74444148096176,0.0649479626669183,-26.8590639233447,6.61008339013705e-159,6.9166787473817e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000167553",3002.80270522025,-1.43654753619933,0.0535101520138705,-26.8462615435472,9.32640577024009e-159,9.6902669531072e-157,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000075426",1241.54577193998,-2.02417348287627,0.0754063583853449,-26.8435384789735,1.00347218168649e-158,1.03533066913304e-156,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000113319",1375.65463563177,1.7203486095278,0.0641519279708926,26.8167873350333,2.05895386496949e-158,2.10956981414999e-156,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000205542",10772.7240037773,-1.3686014218613,0.051059345100079,-26.8041319209787,2.89205180468578e-158,2.94271257422994e-156,"TMSB4X","7114","thymosin beta 4 X-linked"
"ENSG00000147883",1092.60954361111,2.17982981260843,0.0813910917618059,26.7821670089865,5.21371636284393e-158,5.26871035735612e-156,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000119326",1060.1999959954,-2.06902764932951,0.0775865335081745,-26.667355219724,1.12605966024782e-156,1.13019620593852e-154,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000100106",1548.43376339178,-1.54579705064367,0.0580501810021589,-26.6286344668966,3.16452800905769e-156,3.15469231389441e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125384",562.779146692896,-2.72049308586478,0.102236835400652,-26.6097153262183,5.24001610780101e-156,5.18867098352323e-154,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000125845",1172.2386809597,5.52533661138903,0.207771211150542,26.5933696049238,8.09914671383858e-156,7.96632070773162e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000134333",9887.50008844397,-1.01647210282734,0.0383135060539098,-26.5303859531177,4.32538957642543e-155,4.22627800070071e-153,"LDHA","3939","lactate dehydrogenase A"
"ENSG00000157227",22662.7967620428,1.09975935786235,0.0415176158175939,26.488981513151,1.29834863359109e-154,1.26025235131598e-152,"MMP14","4323","matrix metallopeptidase 14"
"ENSG00000167900",535.537322697115,-2.99316984950504,0.113333329802538,-26.4103230243042,1.0428561171144e-153,1.00564046744483e-151,"TK1","7083","thymidine kinase 1"
"ENSG00000091409",2615.20252718009,-1.34488160037119,0.0509512584854685,-26.3954540152282,1.54513233245817e-153,1.4803170411096e-151,"ITGA6","3655","integrin subunit alpha 6"
"ENSG00000091844",494.500786591075,2.80821462055236,0.106412925704744,26.3897886648103,1.79471646591012e-153,1.70833849922825e-151,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000169439",2385.18491369971,1.32446365945297,0.050222445628897,26.3719467036647,2.87544619425907e-153,2.71950853526271e-151,"SDC2","6383","syndecan 2"
"ENSG00000100647",1393.45153066727,1.71995058009372,0.0652350857643897,26.3654222254829,3.41608955820007e-153,3.21025384341935e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000139318",1424.14713666972,1.67884328580164,0.0638944537535637,26.275258448516,3.67836555529682e-152,3.43484844321831e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000071127",10996.1867655617,-1.0033019439835,0.0382019361079311,-26.2631176898703,5.0624837395994e-152,4.69760283610374e-150,"WDR1","9948","WD repeat domain 1"
"ENSG00000042062",529.580434708431,3.50771136044812,0.134086164555425,26.1601289892827,7.55863734445648e-151,6.97000846125693e-149,"RIPOR3","140876","RIPOR family member 3"
